char,jyutping
人不爲己天誅地滅,jan4 bat1 wai6 gei2 tin1 zyu1 dei6 mit6
人不爲己，天誅地滅,jan4 bat1 wai4 gei2 tin1 zyu1 dei6 mit6
人不犯我，我不犯人,jan4 bat1 faan6 ngo5 ngo5 bat1 faan6 jan4
人不犯我，我不犯人，人若犯我，我必犯人,jan4 bat1 faan6 ngo5 ngo5 bat1 faan6 jan4 jan4 joek6 faan6 ngo5 ngo5 bit1 faan6 jan4
人之初，性本善,jan4 zi1 co1 sing3 bun2 sin6
人之將死，其言也善,jan4 zi1 zoeng1 sei2 kei4 jin4 jaa5 sin6
人人得以誅之,jan4 jan4 dak1 ji5 zyu1 zi1
人人得而誅之,jan4 jan4 dak1 ji4 zyu1 zi1
人前人後兩個樣,jan4 cin4 jan4 hau6 loeng5 go3 joeng2
人又老錢又冇,jan4 jau6 lou5 cin2 jau6 mou5
人又老，錢又冇,jan4 jau6 lou5 cin2 jau6 mou5
人各有所好,jan4 gok3 jau5 so2 hou3
人唔似人，鬼唔似鬼,jan4 m4 ci5 jan4 gwai2 m4 ci5 gwai2
人唔出,jan4 m4 ceot1
人唔笑狗都吠,jan4 m4 siu3 gau2 dou1 fai6
人唔笑龜都跪,jan4 m4 siu3 gwai1 dou1 gwai6
人在屋簷下，不得不低頭,jan4 zoi6 uk1 jim4 haa6 bat1 dak1 bat1 dai1 tau4
人在江湖身不由己,jan4 zoi6 gong1 wu4 san1 bat1 jau4 gei2
人在江湖，身不由己,jan4 zoi6 gong1 wu4 san1 bat1 jau4 gei2
人外有人，天外有天,jan4 ngoi6 jau5 jan4 tin1 ngoi6 jau5 tin1
人多好辦事,jan4 do1 hou2 baan6 si6
人多煠狗唔腍,jan4 do1 saap6 gau2 m4 nam4
人多熠狗都唔腍,jan4 do1 saap6 gau2 dou1 m4 nam4
人往高處走，水往低處流,jan4 wong5 gou1 cyu3 zau2 seoi2 wong5 dai1 cyu3 lau4
人心不足蛇吞象,jan4 sam1 bat1 zuk1 se4 tan1 zoeng6
人心隔肚皮,jan4 sam1 gaak3 tou5 pei4
人怕出名豬怕壯,jan4 paa3 ceot1 meng2 zyu1 paa3 zong3
人怕出名豬怕肥,jan4 paa3 ceot1 meng2 zyu1 paa3 fei4
人怕𠱓，米怕篩,jan4 paa3 ngai1 mai5 paa3 sai1
人怕𠼮，米怕篩,jan4 paa3 ngai1 mai5 paa3 sai1
人情紙咁薄,jan4 cing4 zi2 gam3 bok6
人情薄過紙,jan4 cing4 bok6 gwo3 zi2
人有三衰六旺,jan4 jau5 saam1 seoi1 luk6 wong6
人有失手，馬有失蹄,jan4 jau5 sat1 sau2 maa5 jau5 sat1 tai4
人死如燈滅,jan4 sei2 jyu4 dang1 mit6
人比人比死人,jan4 bei2 jan4 bei2 sei2 jan4
人比人氣死人,jan4 bei2 jan4 hei3 sei2 jan4
人比人，比死人,jan4 bei2 jan4 bei2 sei2 jan4
人比人，氣死人,jan4 bei2 jan4 hei3 sei2 jan4
人無千日好,jan4 mou4 cin1 jat6 hou2
人無千日好，花無百日紅,jan4 mou4 cin1 jat6 hou2 faa1 mou4 baak3 jat6 hung4
人無橫財不富,jan4 mou4 waang4 coi4 bat1 fu3
人無遠慮，必有近憂,jan4 mou4 jyun5 leoi6 bit1 jau5 gan6 jau1
人爲刀俎，我爲魚肉,jan4 wai4 dou1 zo2 ngo5 wai4 jyu4 juk6
人爲萬物之靈,jan4 wai4 maan6 mat6 zi1 ling4
人爲財死，鳥爲食亡,jan4 wai6 coi4 sei2 niu5 wai6 sik6 mong4
人生一世，草木一春,jan4 sang1 jat1 sai3 cou2 muk6 jat1 ceon1
人生何處不相逢,jan4 sang1 ho4 cyu3 bat1 soeng1 fung4
人生地不熟,jan4 sang1 dei6 bat1 suk6
人生如朝露,jan4 sang1 jyu4 ziu1 lou6
人生短暫，學術無涯,jan4 sang1 dyun2 zaam6 hok6 seot6 mou4 ngaai4
人生路不熟,jan4 sang1 lou6 bat1 suk6
人窮志不窮,jan4 kung4 zi3 bat1 kung4
人算不如天算,jan4 syun3 bat1 jyu4 tin1 syun3
人老啦,jan4 lou5 laa3
人老精鬼老靈,jan4 lou5 zeng1 gwai2 lou5 leng4
人老精，鬼老靈,jan4 lou5 zeng1 gwai2 lou5 leng4
人而無信，不知其可,jan4 ji4 mou4 seon3 bat1 zi1 kei4 ho2
人若犯我,jan4 joek6 faan6 ngo5
人蠢冇藥醫,jan4 ceon2 mou5 joek6 ji1
人衰行路打倒褪,jan4 seoi1 haang4 lou6 daa2 dou3 tan3
人要面樹要皮,jan4 jiu3 min2 syu6 jiu3 pei4
人講你又講,jan4 gong2 nei5 jau6 gong2
人逢喜事精神爽,jan4 fung4 hei2 si6 zing1 san4 song2
人都唔齊,jan4 dou1 m4 cai4
人際關係,jan4 zai3 gwaan1 hai6
人非生而知之者，熟能無惑,jan4 fei1 sang1 ji4 zi1 zi1 ze2 suk6 nang4 mou4 waak6
人非聖賢，孰能無過,jan4 fei1 sing3 jin4 suk6 nang4 mou4 gwo3
仁義禮智信,jan4 ji6 lai5 zi3 seon3
仁者見仁，智者見智,jan4 ze2 gin3 jan4 zi3 ze2 gin3 zi3
仆你個臭街,puk1 nei5 go3 cau3 gaai1
仆你個街,puk1 nei5 go3 gaai1
仆喺張檯度,puk1 hai2 zoeng1 toi2 dou6
仆街唔好喊,puk1 gaai1 m4 hou2 haam3
仆街啦,puk1 gaai1 laa1
仆開啦,puk1 hoi1 laa1
仇人相見，分外眼紅,sau4 jan4 soeng1 gin3 fan6 ngoi6 ngaan5 hung4
今天天氣很好,gam1 tin1 tin1 hei3 han2 hou2
今日事今日畢,gam1 jat6 si6 gam1 jat6 bat1
今日咁焗,gam1 jat6 gam3 guk6
今時唔同往日,gam1 si4 m4 tung4 wong5 jat6
今晚打老虎,gam1 maan1 daa2 lou5 fu2
今朝有酒今朝醉,gam1 ziu1 jau5 zau2 gam1 ziu1 zeoi3
介係詞,gaai3 hai6 ci4
仔大仔世界,zai2 daai6 zai2 sai3 gaai3
仔細老婆嫩,zai2 sai3 lou5 po4 nyun6
他山之石可以攻玉,taa1 saan1 zi1 sek6 ho2 ji5 gung1 juk6
他山之石，可以攻玉,taa1 saan1 zi1 sek6 ho2 ji5 gung1 juk6
他鄉遇故知,taa1 hoeng1 jyu6 gu3 zi1
仙都唔仙,sin1 dou1 m4 sin1
仙都唔仙下,sin1 dou1 m4 sin1 haa5
令人歎爲觀止,ling6 jan4 taan3 wai4 gun1 zi2
以不變應萬變,ji5 bat1 bin3 jing3 maan6 bin3
以人名命名,ji5 jan4 meng2 ming6 ming4
以備不時之需,ji5 bei6 bat1 si4 zi1 seoi1
以其人之道還治其人之身,ji5 kei4 jan4 zi1 dou6 waan4 zi6 kei4 jan4 zi1 san1
以其人之道，還治其人之身,ji5 kei4 jan4 zi1 dou6 waan4 zi6 kei4 jan4 zi1 san1
以前你好,ji5 cin4 nei5 hou2
以失敗而告終,ji5 sat1 baai6 ji4 gou3 zung1
以子之矛，攻子之盾,ji5 zi2 zi1 maau4 gung1 zi2 zi1 teon5
以小人之心，度君子之腹,ji5 siu2 jan4 zi1 sam1 dok6 gwan1 zi2 zi1 fuk1
以後嘅事,ji5 hau6 ge3 si6
以爲你,ji5 wai4 nei5
以爲佢,ji5 wai4 keoi5
以爲佢走,ji5 wai4 keoi5 zau2
以爲我係,ji5 wai4 ngo5 hai6
以直報怨，以德報德,ji5 zik6 bou3 jyun3 ji5 dak1 bou3 dak1
以眥睚殺人,ji5 zaai6 ngaai4 saat3 jan4
以眼還眼，以牙還牙,ji5 ngaan5 waan4 ngaan5 ji5 ngaa4 waan4 ngaa4
以老大自居,ji5 lou5 daai6 zi6 geoi1
以言代法，以權壓法,ji5 jin4 doi6 faat3 ji5 kyun4 aat3 faat3
仲以爲,zung6 ji5 wai4
仲使問嘅,zung6 sai2 man6 ge3
仲使審,zung6 sai2 sam2
仲使講,zung6 sai2 gong2
仲係噉,zung6 hai6 gam2
仲冇咁嬲,zung6 mou5 gam3 nau1
仲唔係你,zung6 m4 hai6 nei5
仲唔喐,zung6 m4 juk1
仲唔得,zung6 m4 dak1
仲唔瞓,zung6 m4 fan3
仲唔落雨就弊咯,zung6 m4 lok6 jyu5 zau6 bai6 lok3
仲唔醒水,zung6 m4 sing2 seoi2
仲唔開,zung6 m4 hoi1
仲好咩,zung6 hou2 me1
仲好意思,zung6 hou2 ji3 si1
仲好木獨,zung6 hou2 muk6 duk6
仲好瘦削,zung6 hou2 sau3 soek3
仲得了,zung6 dak1 liu5
仲想點呀,zung6 soeng2 dim2 aa3
仲掛住佢,zung6 gwaa3 zyu6 keoi5
仲敢駁嘴,zung6 gam2 bok3 zeoi2
仲有事,zung6 jau5 si6
仲有事想,zung6 jau5 si6 soeng2
仲有呢,zung6 jau5 ne1
仲有命,zung6 jau5 meng6
仲有啲嘢,zung6 jau5 di1 je5
仲有排呀,zung6 jau5 paai4 aa4
仲有沒,zung6 jau5 mut6
仲有邊,zung6 jau5 bin1
仲未夠鐘,zung6 mei6 gau3 zung1
仲未掂,zung6 mei6 dim6
仲未搞掂,zung6 mei6 gaau2 dim6
仲未死,zung6 mei6 sei2
仲未死過,zung6 mei6 sei2 gwo3
仲未玩夠,zung6 mei6 waan2 gau3
仲未返㗎,zung6 mei6 faan1 gaa3
仲爭啲啲,zung6 caang1 di1 di1
仲狼過華秀隻狗,zung6 long4 gwo3 waa4 sau3 zek3 gau2
仲瞓緊覺,zung6 fan3 gan2 gaau3
仲等乜嘢,zung6 dang2 mat1 je5
仲精過冇尾蛇,zung6 zeng1 gwo3 mou5 mei5 se4
仲話唔係,zung6 waa6 m4 hai6
仲講乜吖,zung6 gong2 mat1 a1
仲超額添,zung6 ciu1 ngaak2 tim1
仲陰毒,zung6 jam1 duk6
任佢估,jam6 keoi5 gu2
任唔嬲,jam6 m4 nau1
任憑風浪起，穩坐釣魚臺,jam6 pang4 fung1 long6 hei2 wan2 co5 diu3 jyu4 toi4
任揀唔嬲,jam6 gaan2 m4 nau1
任講唔嬲,jam6 gong2 m4 nau1
任食唔嬲,jam6 sik6 m4 nau1
企唔住腳,kei5 m4 zyu6 goek3
企埋一便喇,kei5 maai4 jat1 bin6 laa1
企後尾啦,kei5 hau6 mei1 la1
企歪啲,kei2 me2 di1
企硬喺恕,kei5 ngaang6 hai2 syu3
企都冇地企,kei2 dou1 mou5 deng6 kei5
伯仲之間,baak3 zung6 zi1 gaan1
伯仲叔季,baak3 zung6 suk1 gwai3
估中咗,gu2 zung3 zo2
估到你,gu2 dou2 nei5
估到啦,gu2 dou2 laa1
估唔倒,gu2 m4 dou2
估唔到你,gu2 m4 dou2 nei5
伴君如伴虎,bun6 gwan1 jyu4 bun6 fu2
伸手不見五指,san1 sau2 bat1 gin3 ng5 zi2
伸縮喇叭,san1 suk1 laa3 baa1
似乜樣呢,ci5 mat1 joeng2 le1
似你啊,ci5 nei5 aa3
似唔似啊,ci5 m4 ci5 aa3
似得你,ci5 dak1 nei5
似晒你,ci5 saai3 nei5
但萬一佢,daan6 maan6 jat1 keoi5
住唔落,zyu6 m4 lok6
住邊㗎,zyu6 bin1 gaa2
佔咁多位,zim3 gam3 do1 wai2
何不食肉糜,ho4 bat1 sik6 juk6 mei4
何嘗唔係,ho4 soeng4 m4 hai6
何樂而不爲,ho4 lok6 ji4 bat1 wai4
佛要金裝，人要衣裝,fat6 jiu3 gam1 zong1 jan4 jiu3 ji1 zong1
你一句我一句,nei5 jat1 geoi3 ngo5 jat1 geoi3
你一陣,nei5 jat1 zan6
你上咗,nei5 soeng5 zo2
你中意,nei5 zung1 ji3
你中意咯,nei5 zung1 ji3 lok3
你中意啦,nei5 zung1 ji3 laa1
你乜誰啊,nei5 mat1 seoi2 aa3
你今日做,nei5 gam1 jat6 zou6
你今朝,nei5 gam1 ziu1
你以前都,nei5 ji5 cin4 dou1
你以爲,nei5 ji5 wai4
你以爲我,nei5 ji5 wai4 ngo5
你仲唔走,nei5 zung6 m4 zau2
你仲想呃,nei5 zung6 soeng2 aak1
你仲激佢,nei5 zung6 gik1 keoi5
你仲記,nei5 zung6 gei3
你仲記得,nei5 zung6 gei3 dak1
你仲賴貓,nei5 zung6 laai3 maau1
你估下,nei5 gu2 haa5
你住邊度,nei5 zyu6 bin1 dou6
你係乜水,nei5 hai6 mat1 seoi2
你係得嘅,nei5 hai6 dak1 ge3
你係老細,nei5 hai6 lou5 sai3
你係話,nei5 hai6 waa6
你係邊位,nei5 hai6 bin1 wai2
你個名,nei5 go3 meng2
你個死人頭,nei5 go3 sei2 jan4 tau4
你個肺,nei5 go3 fai3
你個邊,nei5 go3 bin1
你個頭像,nei5 go3 tau4 zoeng6
你個頭啊,nei5 go3 tau4 aa3
你做乜啊,nei5 zou6 mat1 aa2
你做乜遮,nei5 zou6 mat1 ze1
你做初一,nei5 zou6 co1 jat1
你做初一我做十五,nei5 zou6 co1 jat1 ngo5 zou6 sap6 ng5
你做初一，我做十五,nei5 zou6 co1 jat1 ngo5 zou6 sap6 ng5
你做咗,nei5 zou6 zo2
你做咩啊,nei5 zou6 me1 aa3
你做完未,nei5 zou6 jyun4 mei6
你做緊,nei5 zou6 gan2
你做緊乜,nei5 zou6 gan2 mat1
你傻㗎,nei5 so4 gaa2
你傻咗呀,nei5 so4 zo2 aa4
你儂我儂,nei5 nung4 ngo5 nung4
你先係,nei5 sin1 hai6
你入來啦,nei5 jap6 loi4 la1
你兩公婆,nei5 loeng5 gung1 po2
你冇乜啩,nei5 mou5 mat1 gwaa3
你冇事嘛,nei5 mou5 si6 maa3
你冇咩嘛,nei5 mou5 me1 maa3
你冇路走,nei5 mou5 lou6 zau2
你冇遮,nei5 mou5 ze1
你冇點嘛,nei5 mou5 dim2 maa3
你出去先,nei5 ceot1 heoi3 sin1
你出咗,nei5 ceot1 zo2
你出發,nei5 ceot1 faat3
你出門口,nei5 ceot1 mun4 hau2
你出雞我出豉油,nei5 ceot1 gai1 ngo5 ceot1 si6 jau4
你到未,nei5 dou3 mei6
你到深圳,nei5 dou3 sam1 zan3
你到邊,nei5 dou3 bin1
你前度,nei5 cin4 dou6
你加油啦,nei5 gaa1 jau2 laa1
你即刻走,nei5 zik1 haak1 zau2
你原先,nei5 jyun4 sin1
你去咗,nei5 heoi3 zo2
你去咗邊,nei5 heoi3 zo2 bin1
你去死啦,nei5 heoi3 sei2 laa1
你去邊,nei5 heoi3 bin1
你去香港,nei5 heoi3 hoeng1 gong2
你又係,nei5 jau6 hai6
你又信,nei5 jau6 seon3
你又睇,nei5 jau6 tai2
你又話去,nei5 jau6 waa6 heoi3
你又識,nei5 jau6 sik1
你反正,nei5 faan2 zing3
你叫咩,nei5 giu3 me1
你叫咩名,nei5 giu3 me1 meng2
你叫啦,nei5 giu3 la1
你同你,nei5 tung4 nei5
你同我定,nei5 tung4 ngo5 ding6
你同我鬥,nei5 tung4 ngo5 dau3
你吹乜,nei5 ceoi1 mat1
你吹呀,nei5 ceoi1 aa4
你吹水,nei5 ceoi1 seoi2
你咁冇膽,nei5 gam3 mou5 daam2
你咁叻,nei5 gam3 lek1
你咁嚤㗎,nei5 gam3 mo1 gaa2
你咁夜,nei5 gam3 je6
你咁大,nei5 gam3 daai6
你咁寸做乜嘢啫,nei5 gam3 cyun3 zou6 mat1 je5 zek1
你咁撚衰,nei5 gam3 lan2 seoi1
你咁百厭,nei5 gam3 baak3 jim3
你咁豬,nei5 gam3 zyu1
你咩料呀,nei5 me1 liu2 aa4
你咪理,nei5 mai5 lei5
你咪行住,nei5 mai5 haang4 zyu6
你哋啦,nei5 dei6 laa1
你哋好麼,nei5 dei6 hou2 mo1
你哋想點,nei5 dei6 soeng2 dim2
你哋自己嘅,nei5 dei6 zi6 gei2 ge3
你哋點咯,nei5 dei6 dim2 lok3
你唔使問,nei5 m4 sai2 man6
你唔係㗎,nei5 m4 hai6 gaa3
你唔係去,nei5 m4 hai6 heoi3
你唔係呀嘛,nei5 m4 hai6 aa3 maa5
你唔信,nei5 m4 seon3
你唔好,nei5 m4 hou2
你唔好理,nei5 m4 hou2 lei5
你唔得,nei5 m4 dak1
你唔早講,nei5 m4 zou2 gong2
你唔會再,nei5 m4 wui5 zoi3
你唔瞭解,nei5 m4 liu5 gaai2
你唔知,nei5 m4 zi1
你唔米,nei5 m4 mai5
你唔繫好,nei5 m4 hai6 hou2
你唔要,nei5 m4 jiu3
你唔覺咩,nei5 m4 gok3 me1
你唔試下,nei5 m4 si3 haa5
你唔返去,nei5 m4 faan1 heoi3
你啊媽,nei5 aa3 maa1
你啞咗呀,nei5 aa3 zo2 aa4
你啲人,nei5 di1 jan4
你喫飽點,nei5 hek3 baau2 dim2
你單車,nei5 daan1 ce1
你喺度嗎,nei5 hai2 dok6 ma3
你喺邊,nei5 hai2 bin1
你喺邊吖,nei5 hai2 bin1 a1
你喺邊啊,nei5 hai2 bin1 aa2
你喺邊啊,nei5 hai2 bin1 aa3
你喺邊度,nei5 hai2 bin1 dou6
你嗌乜呀,nei5 aai3 mat1 aa4
你嗰個,nei5 go2 go3
你嗰隻,nei5 go2 zek3
你嘅乸,nei5 ge3 naa2
你嘅意見,nei5 ge3 ji3 gin3
你嘅懷抱,nei5 ge3 waai4 pou5
你嘅藥,nei5 ge3 joek6
你噉㗎咯,nei5 gam2 gaa3 lok3
你噉做,nei5 gam2 zou6
你噉冇膽,nei5 gam2 mou5 daam2
你噉嘅,nei5 gam2 ge3
你噉屎㗎,nei5 gam2 si2 gaa2
你噉快走,nei5 gam2 faai3 zau2
你噉樣,nei5 gam2 joeng2
你噉樣做,nei5 gam2 joeng2 zou6
你噉衰㗎,nei5 gam2 ceoi1 gaa3
你噉話佢,nei5 gam2 waa6 keoi5
你噉都得,nei5 gam2 dou1 dak1
你嚟先,nei5 lai4 sin1
你回到了,nei5 wui4 dou3 liu5
你回到去,nei5 wui4 dou3 heoi3
你因住,nei5 jan1 zyu6
你在廣州,nei5 zoi6 gwong2 zau1
你在惠州,nei5 zoi6 wai6 zau1
你在沙井,nei5 zoi6 saa1 zeng2
你在深圳,nei5 zoi6 sam1 zan3
你在番禺,nei5 zoi6 pun1 jyu4
你坐入面,nei5 co5 jap6 min6
你坐啦,nei5 co5 la1
你坐就坐,nei5 co5 zau6 co5
你報唔報,nei5 bou3 m4 bou3
你夠係咯,nei5 gau3 hai6 lok3
你夠錢,nei5 gau3 cin2
你大佬,nei5 daai6 lou2
你大個,nei5 daai6 go3
你太天真,nei5 taai3 tin1 zan1
你好叻咩,nei5 hou2 lek1 me1
你好咯喎,nei5 hou2 lo3 wo3
你好嘢,nei5 hou2 je5
你好少,nei5 hou2 siu2
你好得意,nei5 hou2 dak1 ji3
你好悶,nei5 hou2 mun6
你好慢啊,nei5 hou2 maan6 aa2
你好有心,nei5 hou2 jau5 sam1
你好煩,nei5 hou2 faan4
你好煩啊,nei5 hou2 faan4 aa3
你好耐,nei5 hou2 noi6
你好賤格,nei5 hou2 zin6 gaak3
你好靚女,nei5 hou2 leng3 neoi2
你妒忌,nei5 dou3 gei6
你姑姐,nei5 gu1 ze1
你媽閪,nei5 maa1 hai1
你家下,nei5 gaa1 haa5
你家姐,nei5 gaa1 ze1
你家婆,nei5 gaa1 po2
你家衣櫃,nei5 gaa1 ji1 gwai6
你就嚟咗,nei5 zau6 lai4 zo2
你就想,nei5 zau6 soeng2
你就知錯,nei5 zau6 zi1 co3
你屎忽,nei5 si2 fat1
你幫手,nei5 bong1 sau2
你幾大,nei5 gei2 daai2
你幾好嗎,nei5 gei2 hou2 ma3
你幾時走,nei5 gei2 si4 zau2
你幾高,nei5 gei2 gou1
你幾點,nei5 gei2 dim2
你張相,nei5 zoeng1 soeng2
你張臺,nei5 zoeng1 toi4
你得嘅,nei5 dak1 ge3
你得閒,nei5 dak1 haan4
你忘記到,nei5 mong4 gei3 dou3
你快來,nei5 faai3 loi4
你快啲過,nei5 faai3 di1 gwo3
你情我願,nei5 cing4 ngo5 jyun6
你想喺,nei5 soeng2 hai2
你想幾時,nei5 soeng2 gei2 si4
你想我點,nei5 soeng2 ngo5 dim2
你想知,nei5 soeng2 zi1
你想走啊,nei5 soeng2 zau2 aa3
你想點做,nei5 soeng2 dim2 zou6
你想點呀,nei5 soeng2 dim2 aa4
你想點啊,nei5 soeng2 dim2 aa2
你意思係,nei5 ji3 si1 hai6
你慢慢啦,nei5 maan6 maan2 la1
你憑咩要,nei5 pang4 me1 jiu3
你懷疑佢,nei5 waai4 ji4 keoi5
你成日來,nei5 seng4 jat6 loi4
你把聲,nei5 baa3 seng1
你拍拖,nei5 paak3 to1
你推我讓,nei5 teoi1 ngo5 joeng6
你揀個樣,nei5 gaan2 go3 joeng6
你搞錯啦,nei5 gaau2 co3 la1
你攞先,nei5 lo2 sin1
你攪咩啊,nei5 gaau2 me1 aa3
你收工,nei5 sau1 gung1
你收皮,nei5 sau1 pei4
你放心啦,nei5 fong3 sam1 laa1
你教佢呀,nei5 gaau3 keoi5 aa4
你教我啦,nei5 gaau3 ngo5 laa1
你敬我一尺我敬你一丈,nei5 ging3 ngo5 jat1 cek3 ngo5 ging3 nei5 jat1 zoeng6
你敬我一尺，我敬你一丈,nei5 ging3 ngo5 jat1 cek3 ngo5 ging3 nei5 jat1 zoeng6
你早唞啦,nei5 zou2 tau2 laa1
你明嗎,nei5 ming4 maa3
你明嘅,nei5 ming4 ge3
你最中意,nei5 zeoi3 zung1 ji3
你最紅,nei5 zeoi3 hung4
你最鍾意,nei5 zeoi3 zung1 ji3
你有你我有我,nei5 jau5 nei5 ngo5 jau5 ngo5
你有你，我有我,nei5 jau5 nei5 ngo5 jau5 ngo5
你有咩,nei5 jau5 me1
你有張良計我有過牆梯,nei5 jau5 zoeng1 loeng4 gai3 ngo5 jau5 gwo3 coeng4 tai1
你有張良計，我有過牆梯,nei5 jau5 zoeng1 loeng4 gai3 ngo5 jau5 gwo3 coeng4 tai1
你有得,nei5 jau5 dak1
你有心喇,nei5 jau5 sam1 laa3
你未做喇,nei5 mei6 zou6 laa3
你未走住,nei5 mei6 zau2 zyu6
你未走呀,nei5 mei6 zau2 aa4
你未走得,nei5 mei6 zau2 dak1
你東我西,nei5 dung1 ngo5 sai1
你條命,nei5 tiu4 meng6
你條嘢,nei5 tiu4 je5
你條死仔,nei5 tiu4 sei2 zai2
你條毛,nei5 tiu4 mou4
你條茂利,nei5 tiu4 mau6 lei2
你條蛋散,nei5 tiu4 daan6 saan2
你條𨶙樣,nei5 tiu4 lan2 joeng2
你樣衰,nei5 joeng2 seoi1
你檔口,nei5 dong3 hau2
你櫃檯,nei5 gwai6 toi2
你次次,nei5 ci3 ci3
你死我活,nei5 sei2 ngo5 wut6
你沖完涼,nei5 cung1 jyun4 loeng4
你沖涼,nei5 cung1 loeng4
你混吉嘅,nei5 wan6 gat1 ge3
你滾啦,nei5 gwan2 la1
你爲什麼,nei5 wai6 sam6 mo1
你玩嘢,nei5 waan2 je5
你畀人,nei5 bei2 jan4
你畀咗,nei5 bei2 zo2
你畀錢,nei5 bei2 cin2
你當我係神主牌,nei5 dong3 ngo5 hai6 san4 zyu2 paai2
你癡線,nei5 ci1 sin3
你發咗,nei5 faat3 zo2
你發夢,nei5 faat3 mung6
你真係去,nei5 zan1 hai6 heoi3
你真係叻,nei5 zan1 hai6 lek1
你真係吖,nei5 zan1 hai6 a1
你真係廢,nei5 zan1 hai6 fai3
你真好人,nei5 zan1 hou2 jan4
你眼望我眼,nei5 ngaan5 mong6 ngo5 ngaan5
你睇下,nei5 tai2 haa5
你睇下你,nei5 tai2 haa5 nei5
你睇住先,nei5 tai2 zyu6 sin1
你睇住嚟,nei5 tai2 zyu6 lai4
你睇你,nei5 tai2 nei5
你睇咗,nei5 tai2 zo2
你睇咩,nei5 tai2 me1
你睇唔睇到,nei5 tai2 m4 tai2 dou2
你睇實佢,nei5 tai2 sat6 keoi5
你睇睇,nei5 tai2 tai2
你瞓先,nei5 fan3 sin1
你瞓着,nei5 fan3 zoek6
你知唔知,nei5 zi1 m4 zi1
你知啩,nei5 zi1 gwaa3
你知條撚咩,nei5 zi1 tiu4 lan2 me1
你笑咩嘢,nei5 siu3 me1 je5
你等唔等,nei5 dang2 m4 dang2
你等陣,nei5 dang2 zan6
你答我,nei5 daap3 ngo5
你給電話,nei5 kap1 din6 waa3
你老子,nei5 lou4 zi2
你老屎,nei5 lou5 si2
你老板,nei5 lou5 baan2
你老母,nei5 lou5 mou2
你老母唔襟屌,nei5 lou5 mou2 m4 kam1 diu2
你老母屎忽,nei5 lou5 mou2 si2 fat1
你老祖,nei5 lou5 zou2
你老粗,nei5 lou5 cou1
你老豆,nei5 lou5 dau6
你老闆,nei5 lou5 baan2
你而家,nei5 ji4 gaa1
你聽住,nei5 teng1 zyu6
你聽我講,nei5 teng1 ngo5 gong2
你聽日,nei5 ting1 jat6
你自己嘅,nei5 zi6 gei2 ge3
你臺機,nei5 toi4 gei1
你行先,nei5 hang4 sin1
你行開,nei5 haang4 hoi1
你要佢,nei5 jiu3 keoi5
你要嘅,nei5 jiu3 ge3
你見點,nei5 gin3 dim2
你見點呀,nei5 gin3 dim2 aa3
你試下,nei5 si3 haa5
你話㗎,nei5 waa6 gaa3
你話啦,nei5 waa6 la1
你話無益,nei5 waa6 mou4 jik1
你話點就點,nei5 waa6 dim2 zau6 dim2
你話點頂,nei5 waa6 dim2 ding2
你諗下,nei5 nam2 haa5
你諗你,nei5 nam2 nei5
你諗好,nei5 nam2 hou2
你講㗎,nei5 gong2 gaa2
你講乜啊,nei5 gong2 mat1 aa3
你講乜撚嘢,nei5 gong2 mat1 lan2 je5
你講先,nei5 gong2 sin1
你講呢個,nei5 gong2 nei1 go3
你講咩,nei5 gong2 me1
你講咩嘢,nei5 gong2 me1 je5
你講咩嘢話,nei5 gong2 me1 je5 waa2
你講咩話,nei5 gong2 me1 waa6
你講啦,nei5 gong2 la1
你講嘢呀,nei5 gong2 je5 aa4
你講多次,nei5 gong2 do1 ci3
你講得啱,nei5 gong2 dak1 ngaam1
你講笑,nei5 gong2 siu3
你貴姓,nei5 gwai3 sing3
你走你的陽關道，我過我的獨木橋,nei5 zau2 nei5 dik1 joeng4 gwaan1 dou6 ngo5 gwo3 ngo5 dik1 duk6 muk6 kiu4
你走吖,nei5 zau2 a1
你走啦,nei5 zau2 laa1
你走得啦,nei5 zau2 dak1 la1
你跟我嚟,nei5 gan1 ngo5 lai4
你身份證,nei5 san1 fan2 zing3
你輪班,nei5 leon4 baan1
你辭工,nei5 ci4 gung1
你追我趕,nei5 zeoi1 ngo5 gon2
你過到,nei5 gwo3 dou2
你過嚟下,nei5 gwo3 lai4 haa5
你過獎喇,nei5 gwo3 zoeng2 laa3
你邊位,nei5 bin1 wai2
你邊個,nei5 bin1 go3
你邊度,nei5 bin1 dou6
你邊度㗎,nei5 bin1 dou6 gaa2
你部機,nei5 bou6 gei1
你部門,nei5 bou6 mun4
你都中意,nei5 dou1 zung1 ji3
你都係姐,nei5 dou1 hai6 ze1
你都傻,nei5 dou1 so4
你都傻嘅,nei5 dou1 so4 ge3
你都傻得,nei5 dou1 so4 dak1
你都喺姐,nei5 dou1 hai2 ze2
你都知呢,nei5 dou1 zi1 le1
你都知架,nei5 dou1 zi1 gaa3
你都算,nei5 dou1 syun3
你都覺,nei5 dou1 gok3
你都識,nei5 dou1 sik1
你醒下,nei5 seng2 haa5
你醒下啦,nei5 seng2 haa5 laa1
你醒啦,nei5 seng2 laa1
你醒喇,nei5 seng2 laa3
你鋪話法,nei5 pou1 waa6 faat3
你鍾意點就點,nei5 zung1 ji3 dim2 zau6 dim2
你間房細,nei5 gaan1 fong2 sai3
你阿哥,nei5 aa3 go1
